,p-value
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_MEME_2,0.0
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_MEME_1,0.0
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_MEME_2,0.0
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_MEME_2,0.0
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-50nM_MEME_2,0.0
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_MDscan_3,1.76537294132179e-309
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-50nM_MEME_1,5.926830755150026e-308
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_MDscan_2,3.13976408148523e-304
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_MDscan_1,5.153439904239337e-302
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-50nM_MDscan_1,5.630874950203431e-302
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_MDscan_3,1.360383072341971e-299
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_MDscan_1,4.387613843104508e-299
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_MDscan_2,2.3459694283850878e-295
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_MEME_1,3.698099023551353e-284
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_MEME_2,9.924303089089652e-266
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_MEME_1,1.419641713710219e-264
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_MDscan_3,1.4741912229291617e-264
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_MEME_1,1.1614983833341538e-247
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_AlignACE_2,3.193863572341311e-233
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_AlignACE_3,9.254973405164097e-219
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-50nM_MDscan_3,2.0853695223286266e-210
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_AlignACE_2,4.648251783572661e-206
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_AlignACE_1,5.523209388769343e-203
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_MDscan_2,8.115887664157308e-200
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_MDscan_3,2.071169056609072e-195
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_MDscan_1,1.7733727445361508e-194
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_AlignACE_2,8.580140457052715e-193
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-50nM_MDscan_2,1.755321718635616e-191
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_AlignACE_1,2.788425811829694e-191
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_AlignACE_2,5.037531691583564e-188
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_AlignACE_1,5.301606416508093e-187
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-50nM_AlignACE_3,5.534076461586762e-184
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-50nM_AlignACE_1,8.752796208624229e-183
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_AlignACE_3,7.471022528060723e-174
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_MDscan_1,1.1501135705871857e-168
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_AlignACE_1,4.596614362865884e-166
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-50nM_AlignACE_2,8.916892825397157e-164
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_MDscan_2,4.820668666447224e-163
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_AlignACE_3,1.3472369039680369e-148
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_AlignACE_3,7.301303820368323e-148
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_AlignACE_2,2.7274000328077935e-90
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_AlignACE_1,1.6625166391479762e-87
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_AlignACE_3,3.042182521635079e-76
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_Trawler_2,4.850526228802907e-32
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_Trawler_3,8.776808267144797e-29
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_MDscan_3,1.0407136158434033e-22
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_MDscan_2,5.046078678223894e-22
